dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1031.992848,6060.793021,883.403893,518.113420,166.898063,20.317686,0.304101
0.020000,1041.938315,6063.932612,893.833147,521.462726,167.465294,28.361536,0.307457
0.020000,1051.937206,6067.126054,904.329618,524.823541,168.040763,28.773432,0.310821
0.020000,1061.989524,6070.373920,914.893601,528.199127,168.779289,36.926306,0.314195
0.020000,1072.095210,6073.676764,925.525330,531.586484,169.367860,29.428544,0.317576
0.020000,1082.254154,6077.035121,936.224989,534.982929,169.822231,22.718585,0.320965
0.020000,1092.466310,6080.449548,946.992833,538.392189,170.463031,32.039997,0.324362
0.020000,1102.731729,6083.920634,957.829218,541.819277,171.354374,44.567152,0.327765
0.020000,1113.050236,6087.448891,968.734271,545.252660,171.669159,15.739255,0.331176
0.020000,1123.421815,6091.034884,979.708286,548.700737,172.403824,36.733236,0.334592
0.020000,1133.846470,6094.679185,990.751581,552.164720,173.199167,39.767125,0.338015
0.020000,1144.324045,6098.382309,1001.864308,555.636363,173.582143,19.148818,0.341443
0.020000,1154.854603,6102.144847,1013.046855,559.127366,174.550178,48.401773,0.344876
0.020000,1165.437995,6105.967314,1024.299385,562.626467,174.955046,20.243377,0.348314
0.020000,1176.074231,6109.850280,1035.622235,566.142514,175.802316,42.363494,0.351756
0.020000,1186.763217,6113.794275,1047.015633,569.669915,176.370088,28.388603,0.355202
0.020000,1197.504935,6117.799858,1058.479890,573.212864,177.147443,38.867767,0.358651
0.020000,1208.299294,6121.867556,1070.015243,576.767644,177.738966,29.576120,0.362104
0.020000,1219.146292,6125.997930,1081.622024,580.339049,178.570283,41.565883,0.365559
0.020000,1230.045804,6130.191491,1093.300436,583.920575,179.076308,25.301235,0.369016
0.020000,1240.997877,6134.448813,1105.050870,587.521698,180.056122,48.990695,0.372475
0.020000,1252.002365,6138.770396,1116.873511,591.132077,180.518952,23.141529,0.375935
0.020000,1263.059258,6143.156787,1128.768691,594.758968,181.344567,41.280723,0.379397
0.020000,1274.168512,6147.608520,1140.736709,598.400921,182.097640,37.653656,0.382859
0.020000,1285.330039,6152.126106,1152.777816,602.055368,182.722341,31.235060,0.386320
0.020000,1296.543813,6156.710080,1164.892334,605.725881,183.525664,40.166118,0.389782
0.020000,1307.809790,6161.360965,1177.080565,609.411532,184.282562,37.844920,0.393242
0.020000,1319.127889,6166.079267,1189.342773,613.110423,184.944528,33.098318,0.396702
0.020000,1330.498064,6170.865503,1201.679260,616.824363,185.696984,37.622804,0.400159
0.020000,1341.920283,6175.720190,1214.090347,620.554333,186.498504,40.076003,0.403615
0.020000,1353.394483,6180.643832,1226.576320,624.298656,187.216161,35.882835,0.407067
0.020000,1364.920605,6185.636927,1239.137469,628.057463,187.940361,36.209984,0.410517
0.020000,1376.498597,6190.699975,1251.774097,631.831401,188.696873,37.825598,0.413963
0.020000,1388.128412,6195.833470,1264.486507,635.620476,189.453775,37.845109,0.417405
0.020000,1399.809998,6201.037903,1277.275001,639.424696,190.211019,37.862179,0.420843
0.020000,1411.543311,6206.313764,1290.139889,643.244403,190.985351,38.716618,0.424275
0.020000,1423.328293,6211.661529,1303.081466,647.078832,191.721429,36.803930,0.427703
0.020000,1435.164894,6217.081674,1316.100033,650.928372,192.476995,37.778300,0.431124
0.020000,1447.053064,6222.574671,1329.195895,654.793103,193.236559,37.978194,0.434540
